日期,单品编码,批发价格(元/千克),批发价格_异常标记
2020-07-03,102900011009970,4.81,False
2020-07-03,102900051004294,8.07,False
2020-07-03,102900051010455,4.74,False
2020-07-04,102900005115779,5.77,False
2020-07-04,102900005115786,3.46,False
2020-07-04,102900005115793,9.16,False
2020-07-04,102900005115823,6.56,False
2020-07-04,102900005115908,3.53,False
2020-07-04,102900005115946,4.28,False
2020-07-04,102900005115960,2.21,False
2020-07-04,102900005115984,3.75,False
2020-07-04,102900005116226,4.41,False
2020-07-04,102900005116233,5.42,False
2020-07-04,102900005116257,3.94,False
2020-07-04,102900005116509,1.98,False
2020-07-04,102900005116530,12.0,False
2020-07-04,102900005116547,4.05,False
2020-07-04,102900005116714,9.27,False
2020-07-04,102900005116790,4.01,False
2020-07-04,102900005116912,7.79,False
2020-07-04,102900005116943,5.9,False
2020-07-04,102900005117056,5.16,False
2020-07-04,102900005117209,7.43,False
2020-07-04,102900005118824,5.41,False
2020-07-04,102900005118831,4.09,False
2020-07-04,102900005119944,10.08,False
2020-07-04,102900005123880,7.23,False
2020-07-04,102900005125808,12.08,False
2020-07-04,102900005125815,6.0,False
2020-07-04,102900011000328,6.0,False
2020-07-04,102900011001219,7.37,False
2020-07-04,102900011006689,7.21,False
2020-07-04,102900011008522,4.44,False
2020-07-04,102900011009970,4.71,False
2020-07-04,102900051000944,14.71,True
2020-07-04,102900051004294,6.09,False
2020-07-04,102900051010455,4.63,False
2020-07-05,102900005115762,3.48,False
2020-07-05,102900005115779,5.77,False
2020-07-05,102900005115786,3.45,False
2020-07-05,102900005115793,10.0,False
2020-07-05,102900005115823,6.56,False
2020-07-05,102900005115908,4.04,False
2020-07-05,102900005115946,4.31,False
2020-07-05,102900005115960,2.2,False
2020-07-05,102900005115984,3.75,False
2020-07-05,102900005116226,4.35,False
2020-07-05,102900005116233,5.44,False
2020-07-05,102900005116257,4.24,False
2020-07-05,102900005116509,2.04,False
2020-07-05,102900005116530,12.0,False
2020-07-05,102900005116547,4.05,False
2020-07-05,102900005116714,9.47,False
2020-07-05,102900005116912,7.9,False
2020-07-05,102900005116943,5.83,False
2020-07-05,102900005117056,5.16,False
2020-07-05,102900005117209,8.35,False
2020-07-05,102900005118824,5.42,False
2020-07-05,102900005118831,4.1,False
2020-07-05,102900005119975,3.6,False
2020-07-05,102900005123880,7.23,False
2020-07-05,102900005125808,11.67,False
2020-07-05,102900005125815,6.16,False
2020-07-05,102900011000328,7.95,False
2020-07-05,102900011001219,7.3,False
2020-07-05,102900011001813,1.63,False
2020-07-05,102900011006689,7.03,False
2020-07-05,102900011008522,4.44,False
2020-07-05,102900011009444,8.1,False
2020-07-05,102900011009970,4.93,False
2020-07-05,102900051004294,6.3,False
2020-07-05,102900051010455,4.75,False
2020-07-06,102900005115762,3.35,False
2020-07-06,102900005115779,6.48,False
2020-07-06,102900005115786,3.18,False
2020-07-06,102900005115793,9.23,False
2020-07-06,102900005115823,6.25,False
2020-07-06,102900005115908,4.55,False
2020-07-06,102900005115946,4.21,False
2020-07-06,102900005115960,2.2,False
2020-07-06,102900005115984,3.65,False
2020-07-06,102900005116226,4.41,False
2020-07-06,102900005116233,5.41,False
2020-07-06,102900005116257,4.49,False
2020-07-06,102900005116509,2.05,False
2020-07-06,102900005116530,12.0,False
2020-07-06,102900005116547,4.06,False
2020-07-06,102900005116714,9.48,False
2020-07-06,102900005116912,7.89,False
2020-07-06,102900005116943,5.82,False
2020-07-06,102900005117056,4.98,False
2020-07-06,102900005117209,8.44,False
2020-07-06,102900005118824,5.45,False
2020-07-06,102900005118831,4.06,False
2020-07-06,102900005119944,10.09,False
2020-07-06,102900005119975,3.6,False
2020-07-06,102900005123880,7.38,False
2020-07-06,102900005125808,11.68,False
2020-07-06,102900005125815,6.14,False
2020-07-06,102900011000328,8.16,False
2020-07-06,102900011001219,8.05,False
2020-07-06,102900011001813,1.64,False
2020-07-06,102900011006948,9.17,False
2020-07-06,102900011008522,4.44,False
2020-07-06,102900011009444,5.27,False
2020-07-06,102900011009970,5.6,False
2020-07-06,102900051004294,6.42,False
2020-07-06,102900051010455,5.31,False
2020-07-07,102900005115762,3.26,False
2020-07-07,102900005115779,6.92,False
2020-07-07,102900005115786,3.18,False
2020-07-07,102900005115793,9.9,False
2020-07-07,102900005115823,6.25,False
2020-07-07,102900005115908,4.65,False
2020-07-07,102900005115946,4.21,False
2020-07-07,102900005115960,2.2,False
2020-07-07,102900005115984,3.73,False
2020-07-07,102900005116226,4.6,False
2020-07-07,102900005116233,5.48,False
2020-07-07,102900005116257,4.75,False
2020-07-07,102900005116509,2.05,False
2020-07-07,102900005116530,12.0,False
2020-07-07,102900005116547,4.05,False
2020-07-07,102900005116714,9.16,False
2020-07-07,102900005116837,8.0,False
2020-07-07,102900005116912,7.88,False
2020-07-07,102900005116943,5.8,False
2020-07-07,102900005117056,4.75,False
2020-07-07,102900005117209,8.46,False
2020-07-07,102900005118824,5.46,False
2020-07-07,102900005118831,4.07,False
2020-07-07,102900005119944,10.05,False
2020-07-07,102900005119975,3.6,False
2020-07-07,102900005123880,6.19,False
2020-07-07,102900005125808,11.69,False
2020-07-07,102900005125815,6.13,False
2020-07-07,102900011000328,8.08,False
2020-07-07,102900011001219,10.56,False
2020-07-07,102900011001813,1.64,False
2020-07-07,102900011006689,4.32,False
2020-07-07,102900011006948,9.42,False
2020-07-07,102900011008522,4.44,False
2020-07-07,102900011009970,5.44,False
2020-07-07,102900051004294,6.6,False
2020-07-07,102900051010455,5.31,False
2020-07-08,102900005115762,3.24,False
2020-07-08,102900005115779,6.92,False
2020-07-08,102900005115786,3.02,False
2020-07-08,102900005115793,10.42,False
2020-07-08,102900005115816,4.59,False
2020-07-08,102900005115823,6.25,False
2020-07-08,102900005115908,4.78,False
2020-07-08,102900005115946,4.21,False
2020-07-08,102900005115960,2.2,False
2020-07-08,102900005115984,3.75,False
2020-07-08,102900005116226,4.77,False
2020-07-08,102900005116233,5.62,False
2020-07-08,102900005116257,5.23,False
2020-07-08,102900005116509,2.04,False
2020-07-08,102900005116530,12.0,False
2020-07-08,102900005116547,4.05,False
2020-07-08,102900005116714,9.09,False
2020-07-08,102900005116790,4.39,False
2020-07-08,102900005116899,9.0,False
2020-07-08,102900005116912,7.87,False
2020-07-08,102900005116943,6.2,False
2020-07-08,102900005117056,4.75,False
2020-07-08,102900005117209,8.42,False
2020-07-08,102900005118824,5.47,False
2020-07-08,102900005118831,4.11,False
2020-07-08,102900005119944,10.04,False
2020-07-08,102900005119975,3.6,False
2020-07-08,102900005123880,4.34,False
2020-07-08,102900005125808,11.54,False
2020-07-08,102900005125815,6.13,False
2020-07-08,102900011000328,7.55,False
2020-07-08,102900011001219,12.22,False
2020-07-08,102900011006948,9.81,False
2020-07-08,102900011008522,4.44,False
2020-07-08,102900011009970,5.27,False
2020-07-08,102900051004294,7.17,False
2020-07-08,102900051010455,5.31,False
2020-07-09,102900005115762,3.08,False
2020-07-09,102900005115779,7.06,False
2020-07-09,102900005115786,2.84,False
2020-07-09,102900005115793,10.42,False
2020-07-09,102900005115823,6.25,False
2020-07-09,102900005115908,4.77,False
2020-07-09,102900005115946,4.22,False
2020-07-09,102900005115960,2.15,False
2020-07-09,102900005115984,3.75,False
2020-07-09,102900005116226,4.81,False
2020-07-09,102900005116233,5.52,False
2020-07-09,102900005116257,5.3,False
2020-07-09,102900005116509,2.04,False
2020-07-09,102900005116530,12.0,False
2020-07-09,102900005116547,4.05,False
2020-07-09,102900005116714,9.03,False
2020-07-09,102900005116790,4.46,False
2020-07-09,102900005116912,7.85,False
2020-07-09,102900005116943,6.26,False
2020-07-09,102900005117056,4.75,False
2020-07-09,102900005117209,7.92,False
2020-07-09,102900005118824,5.47,False
2020-07-09,102900005118831,4.09,False
2020-07-09,102900005119944,10.03,False
2020-07-09,102900005119975,3.6,False
2020-07-09,102900005123880,4.34,False
2020-07-09,102900005125808,10.2,False
2020-07-09,102900005125815,6.12,False
2020-07-09,102900011000328,7.25,False
2020-07-09,102900011001219,12.24,False
2020-07-09,102900011006948,9.8,False
2020-07-09,102900011008522,4.44,False
2020-07-09,102900011009444,4.07,False
2020-07-09,102900011009970,5.21,False
2020-07-09,102900051004294,7.26,False
2020-07-09,102900051010455,5.31,False
2020-07-10,102900005115762,2.41,False
2020-07-10,102900005115779,7.07,False
2020-07-10,102900005115786,2.62,False
2020-07-10,102900005115793,10.43,False
2020-07-10,102900005115823,6.25,False
2020-07-10,102900005115861,2.01,False
2020-07-10,102900005115908,4.76,False
2020-07-10,102900005115946,4.23,False
2020-07-10,102900005115960,2.1,False
2020-07-10,102900005115984,3.75,False
2020-07-10,102900005116226,4.83,False
2020-07-10,102900005116233,5.51,False
2020-07-10,102900005116257,5.5,False
2020-07-10,102900005116509,2.1,False
2020-07-10,102900005116530,12.0,False
2020-07-10,102900005116547,4.05,False
2020-07-10,102900005116714,8.82,False
2020-07-10,102900005116790,4.46,False
2020-07-10,102900005116899,9.0,False
2020-07-10,102900005116912,7.86,False
2020-07-10,102900005116943,6.11,False
2020-07-10,102900005117056,5.42,False
2020-07-10,102900005117209,7.35,False
2020-07-10,102900005118817,7.88,False
2020-07-10,102900005118824,5.44,False
2020-07-10,102900005118831,4.06,False
2020-07-10,102900005119944,9.94,False
2020-07-10,102900005119975,3.6,False
2020-07-10,102900005125808,10.2,False
2020-07-10,102900005125815,6.11,False
2020-07-10,102900011000328,7.32,False
2020-07-10,102900011006948,9.81,False
2020-07-10,102900011008522,5.29,False
2020-07-10,102900011009444,8.11,False
2020-07-10,102900011009970,4.7,False
2020-07-10,102900051004294,7.87,False
2020-07-10,102900051010455,5.31,False
2020-07-10,106956146480203,1.96,False
2020-07-11,102900005115762,2.38,False
2020-07-11,102900005115779,7.03,False
2020-07-11,102900005115786,2.37,False
2020-07-11,102900005115793,10.38,False
2020-07-11,102900005115823,6.25,False
2020-07-11,102900005115908,4.77,False
2020-07-11,102900005115946,4.24,False
2020-07-11,102900005115960,2.1,False
2020-07-11,102900005115984,3.75,False
2020-07-11,102900005116233,6.6,False
2020-07-11,102900005116257,5.42,False
2020-07-11,102900005116509,2.19,False
2020-07-11,102900005116530,12.0,False
2020-07-11,102900005116547,4.13,False
2020-07-11,102900005116714,8.91,False
2020-07-11,102900005116899,9.0,False
2020-07-11,102900005116912,7.86,False
2020-07-11,102900005116943,6.37,False
2020-07-11,102900005117056,5.64,False
2020-07-11,102900005117209,8.3,False
2020-07-11,102900005118824,5.41,False
2020-07-11,102900005118831,4.04,False
2020-07-11,102900005119944,10.0,False
2020-07-11,102900005119975,3.6,False
2020-07-11,102900005123880,4.72,False
2020-07-11,102900005125808,10.2,False
2020-07-11,102900005125815,6.11,False
2020-07-11,102900011000328,7.51,False
2020-07-11,102900011001219,11.9,False
2020-07-11,102900011006689,4.32,False
2020-07-11,102900011006948,10.61,False
2020-07-11,102900011008522,5.05,False
2020-07-11,102900011009444,8.1,False
2020-07-11,102900011009970,3.86,False
2020-07-11,102900051004294,8.15,False
2020-07-11,102900051010455,5.31,False
2020-07-12,102900005115762,2.39,False
2020-07-12,102900005115779,6.92,False
2020-07-12,102900005115786,2.24,False
2020-07-12,102900005115793,10.39,False
2020-07-12,102900005115823,6.25,False
2020-07-12,102900005115908,4.86,False
2020-07-12,102900005115946,4.43,False
2020-07-12,102900005115960,2.1,False
2020-07-12,102900005115984,3.75,False
2020-07-12,102900005116226,4.94,False
2020-07-12,102900005116233,5.56,False
2020-07-12,102900005116257,5.05,False
2020-07-12,102900005116509,2.22,False
2020-07-12,102900005116530,12.0,False
2020-07-12,102900005116547,4.25,False
2020-07-12,102900005116714,8.49,False
2020-07-12,102900005116899,9.0,False
2020-07-12,102900005116912,7.81,False
2020-07-12,102900005116943,6.72,False
2020-07-12,102900005117056,6.08,False
2020-07-12,102900005117209,7.83,False
2020-07-12,102900005118824,5.41,False
2020-07-12,102900005118831,4.05,False
2020-07-12,102900005119944,10.01,False
2020-07-12,102900005119975,3.6,False
2020-07-12,102900005123880,7.38,False
2020-07-12,102900005125808,10.19,False
2020-07-12,102900005125815,6.08,False
2020-07-12,102900011000328,6.27,False
2020-07-12,102900011001219,11.37,False
2020-07-12,102900011006689,4.26,False
2020-07-12,102900011006948,11.06,False
2020-07-12,102900011008522,4.94,False
2020-07-12,102900011009444,5.34,False
2020-07-12,102900011009970,3.48,False
2020-07-12,102900051000944,14.71,True
2020-07-12,102900051004294,7.91,False
2020-07-12,102900051010455,5.31,False
2020-07-12,106956146480197,2.07,False
2020-07-13,102900005115779,6.92,False
2020-07-13,102900005115786,2.17,False
2020-07-13,102900005115793,10.35,False
2020-07-13,102900005115823,6.25,False
2020-07-13,102900005115908,4.92,False
2020-07-13,102900005115946,4.25,False
2020-07-13,102900005115960,2.1,False
2020-07-13,102900005115984,3.75,False
2020-07-13,102900005116226,5.24,False
2020-07-13,102900005116233,5.5,False
2020-07-13,102900005116257,5.42,False
2020-07-13,102900005116509,2.2,False
2020-07-13,102900005116530,12.0,False
2020-07-13,102900005116547,3.75,False
2020-07-13,102900005116714,8.29,False
2020-07-13,102900005116899,9.0,False
2020-07-13,102900005116912,7.84,False
2020-07-13,102900005116943,6.9,False
2020-07-13,102900005117056,5.86,False
2020-07-13,102900005117209,8.8,False
2020-07-13,102900005118824,5.4,False
2020-07-13,102900005118831,4.05,False
2020-07-13,102900005119944,10.03,False
2020-07-13,102900005119975,3.6,False
2020-07-13,102900005123880,7.09,False
2020-07-13,102900005125808,10.18,False
2020-07-13,102900005125815,6.06,False
2020-07-13,102900011000328,6.27,False
2020-07-13,102900011001219,11.36,False
2020-07-13,102900011006689,3.76,False
2020-07-13,102900011008522,4.97,False
2020-07-13,102900011009444,4.28,False
2020-07-13,102900011009970,3.33,False
2020-07-13,102900051004294,7.8,False
2020-07-13,102900051010455,5.31,False
2020-07-14,102900005115779,6.92,False
2020-07-14,102900005115786,1.76,False
2020-07-14,102900005115793,10.35,False
2020-07-14,102900005115823,6.0,False
2020-07-14,102900005115908,4.88,False
2020-07-14,102900005115946,4.27,False
2020-07-14,102900005115960,1.91,False
2020-07-14,102900005115984,3.75,False
2020-07-14,102900005116226,5.06,False
2020-07-14,102900005116233,5.9,False
2020-07-14,102900005116257,5.67,False
2020-07-14,102900005116509,2.16,False
2020-07-14,102900005116530,12.0,False
2020-07-14,102900005116547,3.75,False
2020-07-14,102900005116714,7.79,False
2020-07-14,102900005116899,8.0,False
2020-07-14,102900005116912,7.8,False
2020-07-14,102900005116943,7.32,False
2020-07-14,102900005117056,5.35,False
2020-07-14,102900005117209,11.45,False
2020-07-14,102900005118824,5.24,False
2020-07-14,102900005118831,4.0,False
2020-07-14,102900005119944,9.94,False
2020-07-14,102900005119975,3.2,False
2020-07-14,102900005123880,4.94,False
2020-07-14,102900005125808,9.84,False
2020-07-14,102900005125815,6.05,False
2020-07-14,102900011000328,6.4,False
2020-07-14,102900011001219,12.22,False
2020-07-14,102900011006689,3.64,False
2020-07-14,102900011008522,5.0,False
2020-07-14,102900011009444,4.27,False
2020-07-14,102900011009970,2.97,False
2020-07-14,102900011011546,1.7,False
2020-07-14,102900051004294,6.84,False
2020-07-14,102900051010455,5.31,False
2020-07-14,106956146480197,2.04,False
2020-07-15,102900005115779,6.91,False
2020-07-15,102900005115786,1.77,False
2020-07-15,102900005115823,5.7,False
2020-07-15,102900005115908,4.91,False
2020-07-15,102900005115946,4.26,False
2020-07-15,102900005115960,1.52,False
2020-07-15,102900005115984,3.75,False
2020-07-15,102900005116226,5.04,False
2020-07-15,102900005116233,6.36,False
2020-07-15,102900005116257,5.69,False
2020-07-15,102900005116509,2.49,False
2020-07-15,102900005116530,12.0,False
2020-07-15,102900005116547,4.22,False
2020-07-15,102900005116714,7.76,False
2020-07-15,102900005116899,8.0,False
2020-07-15,102900005116912,7.81,False
2020-07-15,102900005116943,7.97,False
2020-07-15,102900005117056,5.59,False
2020-07-15,102900005117209,11.9,False
2020-07-15,102900005118824,5.24,False
2020-07-15,102900005118831,4.03,False
2020-07-15,102900005119944,9.96,False
2020-07-15,102900005119975,3.2,False
2020-07-15,102900005123880,4.46,False
2020-07-15,102900005125808,9.86,False
2020-07-15,102900005125815,6.07,False
2020-07-15,102900011000328,6.38,False
2020-07-15,102900011001219,11.65,False
2020-07-15,102900011006689,3.65,False
2020-07-15,102900011008522,5.0,False
2020-07-15,102900011009444,4.19,False
2020-07-15,102900011009970,2.87,False
2020-07-15,102900011011546,1.7,False
2020-07-15,102900051004294,7.06,False
2020-07-15,102900051010455,5.31,False
2020-07-15,106956146480197,2.05,False
2020-07-16,102900005115779,6.8,False
2020-07-16,102900005115786,1.76,False
2020-07-16,102900005115793,10.83,False
2020-07-16,102900005115823,5.67,False
2020-07-16,102900005115908,4.47,False
2020-07-16,102900005115946,4.26,False
2020-07-16,102900005115960,1.4,False
2020-07-16,102900005115984,3.75,False
2020-07-16,102900005116226,5.04,False
2020-07-16,102900005116233,7.5,False
2020-07-16,102900005116257,5.66,False
2020-07-16,102900005116509,2.46,False
2020-07-16,102900005116530,12.0,False
2020-07-16,102900005116547,4.25,False
2020-07-16,102900005116714,7.74,False
2020-07-16,102900005116899,8.0,False
2020-07-16,102900005116912,7.82,False
2020-07-16,102900005116943,8.46,False
2020-07-16,102900005117056,5.56,False
2020-07-16,102900005117209,12.51,False
2020-07-16,102900005118824,5.26,False
2020-07-16,102900005118831,4.07,False
2020-07-16,102900005119944,9.97,False
2020-07-16,102900005119975,3.2,False
2020-07-16,102900005123880,4.45,False
2020-07-16,102900005125808,10.09,False
2020-07-16,102900005125815,6.05,False
2020-07-16,102900011000328,6.24,False
2020-07-16,102900011001219,11.3,False
2020-07-16,102900011001806,3.1,False
2020-07-16,102900011006689,3.65,False
2020-07-16,102900011008522,5.0,False
2020-07-16,102900011009444,4.7,False
2020-07-16,102900011009970,2.82,False
2020-07-16,102900051004294,7.58,False
2020-07-16,102900051010455,5.31,False
2020-07-16,106956146480197,2.03,False
2020-07-17,102900005115762,3.26,False
2020-07-17,102900005115779,6.8,False
2020-07-17,102900005115786,1.76,False
2020-07-17,102900005115793,10.95,False
2020-07-17,102900005115823,5.67,False
2020-07-17,102900005115908,4.4,False
2020-07-17,102900005115946,4.27,False
2020-07-17,102900005115960,1.4,False
2020-07-17,102900005115984,3.75,False
2020-07-17,102900005116226,5.03,False
2020-07-17,102900005116233,7.58,False
2020-07-17,102900005116257,5.14,False
2020-07-17,102900005116509,2.45,False
2020-07-17,102900005116530,12.0,False
2020-07-17,102900005116547,4.74,False
2020-07-17,102900005116714,7.72,False
2020-07-17,102900005116899,8.0,False
2020-07-17,102900005116912,7.78,False
2020-07-17,102900005116943,8.86,False
2020-07-17,102900005117056,5.23,False
2020-07-17,102900005117209,12.96,False
2020-07-17,102900005118824,5.42,False
2020-07-17,102900005118831,4.08,False
2020-07-17,102900005119944,9.96,False
2020-07-17,102900005119975,3.2,False
2020-07-17,102900005123880,4.37,False
2020-07-17,102900005125808,10.28,False
2020-07-17,102900005125815,6.03,False
2020-07-17,102900011000328,6.24,False
2020-07-17,102900011001219,11.37,False
2020-07-17,102900011001806,3.08,False
2020-07-17,102900011006689,3.53,False
2020-07-17,102900011008522,5.0,False
2020-07-17,102900011009444,5.16,False
2020-07-17,102900011009970,3.22,False
2020-07-17,102900051004294,7.56,False
2020-07-17,102900051010455,5.31,False
2020-07-17,106956146480197,2.03,False
2020-07-18,102900005115762,3.22,False
2020-07-18,102900005115779,6.8,False
2020-07-18,102900005115786,1.76,False
2020-07-18,102900005115793,10.85,False
2020-07-18,102900005115823,5.38,False
2020-07-18,102900005115908,4.37,False
2020-07-18,102900005115946,4.35,False
2020-07-18,102900005115960,1.4,False
2020-07-18,102900005115984,3.75,False
2020-07-18,102900005116226,4.96,False
2020-07-18,102900005116233,8.3,False
2020-07-18,102900005116257,5.14,False
2020-07-18,102900005116509,2.55,False
2020-07-18,102900005116530,12.0,False
2020-07-18,102900005116547,5.02,False
2020-07-18,102900005116714,7.75,False
2020-07-18,102900005116899,8.0,False
2020-07-18,102900005116912,7.79,False
2020-07-18,102900005116943,8.93,False
2020-07-18,102900005117056,5.02,False
2020-07-18,102900005117209,13.74,False
2020-07-18,102900005118824,5.45,False
2020-07-18,102900005118831,4.08,False
2020-07-18,102900005119944,9.91,False
2020-07-18,102900005119975,2.83,False
2020-07-18,102900005123880,5.73,False
2020-07-18,102900005125808,10.43,False
2020-07-18,102900005125815,6.05,False
2020-07-18,102900011000328,6.12,False
2020-07-18,102900011001219,12.0,False
2020-07-18,102900011001806,3.09,False
2020-07-18,102900011008522,5.0,False
2020-07-18,102900011009444,4.55,False
2020-07-18,102900011009970,3.21,False
2020-07-18,102900051004294,6.72,False
2020-07-18,102900051010455,5.31,False
2020-07-18,106956146480197,2.02,False
2020-07-19,102900005115779,6.8,False
2020-07-19,102900005115786,2.1,False
2020-07-19,102900005115793,10.97,False
2020-07-19,102900005115823,5.33,False
2020-07-19,102900005115908,4.38,False
2020-07-19,102900005115946,4.37,False
2020-07-19,102900005115960,1.4,False
2020-07-19,102900005115984,3.78,False
2020-07-19,102900005116226,4.8,False
2020-07-19,102900005116233,8.95,False
2020-07-19,102900005116257,5.14,False
2020-07-19,102900005116509,2.71,False
2020-07-19,102900005116530,12.0,False
2020-07-19,102900005116547,5.04,False
2020-07-19,102900005116714,7.86,False
2020-07-19,102900005116899,8.0,False
2020-07-19,102900005116912,7.81,False
2020-07-19,102900005116943,9.02,False
2020-07-19,102900005117056,6.19,False
2020-07-19,102900005117209,12.29,False
2020-07-19,102900005118824,5.43,False
2020-07-19,102900005118831,4.06,False
2020-07-19,102900005119944,9.9,False
2020-07-19,102900005119975,2.8,False
2020-07-19,102900005123880,4.13,False
2020-07-19,102900005125808,10.29,False
2020-07-19,102900005125815,6.07,False
2020-07-19,102900011000328,6.15,False
2020-07-19,102900011001219,11.21,False
2020-07-19,102900011001806,3.12,False
2020-07-19,102900011008522,4.55,False
2020-07-19,102900011009444,4.44,False
2020-07-19,102900011009970,3.28,False
2020-07-19,102900051004294,6.24,False
2020-07-19,102900051010455,5.31,False
2020-07-19,106956146480197,2.05,False
2020-07-20,102900005115779,6.8,False
2020-07-20,102900005115786,2.18,False
2020-07-20,102900005115793,10.05,False
2020-07-20,102900005115823,5.33,False
2020-07-20,102900005115908,4.38,False
2020-07-20,102900005115946,4.37,False
2020-07-20,102900005115960,1.56,False
2020-07-20,102900005115984,3.83,False
2020-07-20,102900005116226,5.05,False
2020-07-20,102900005116233,8.71,False
2020-07-20,102900005116257,5.14,False
2020-07-20,102900005116509,2.71,False
2020-07-20,102900005116530,12.0,False
2020-07-20,102900005116547,5.05,False
2020-07-20,102900005116714,7.86,False
2020-07-20,102900005116899,8.0,False
2020-07-20,102900005116912,7.82,False
2020-07-20,102900005116943,8.88,False
2020-07-20,102900005117056,6.15,False
2020-07-20,102900005117209,12.44,False
2020-07-20,102900005118824,5.44,False
2020-07-20,102900005118831,4.07,False
2020-07-20,102900005119944,9.96,False
2020-07-20,102900005119975,2.8,False
2020-07-20,102900005125808,10.21,False
2020-07-20,102900005125815,6.08,False
2020-07-20,102900011000328,6.21,False
2020-07-20,102900011001219,11.24,False
2020-07-20,102900011001806,3.13,False
2020-07-20,102900011008522,4.22,False
2020-07-20,102900011009444,4.42,False
2020-07-20,102900011009970,3.38,False
2020-07-20,102900051004294,6.25,False
2020-07-20,102900051010455,5.31,False
2020-07-20,106956146480197,2.07,False
2020-07-21,102900005115762,3.37,False
2020-07-21,102900005115779,6.66,False
2020-07-21,102900005115786,2.17,False
2020-07-21,102900005115793,9.83,False
