单品编码,分类名称,日期,进价,建议定价,预测销量,加权进价,加权定价,毛利
102900005115977,花叶类,2023-07-01,14.17,25.25094,1.5828848,22.42947745323181,39.96932882165909,17.539851368427275
102900005115984,花叶类,2023-07-01,2.66,4.74012,3.8442652,10.225745491981506,18.222278466711046,7.996532974729538
102900005116219,辣椒类,2023-07-01,11.28,21.72528,1.4865581,16.76837513923645,32.29589051816941,15.527515378932955
102900005116226,辣椒类,2023-07-01,5.13,9.88038,2.0359612,10.44448070526123,20.116069838333132,9.671589133071901
102900005116233,辣椒类,2023-07-01,9.31,17.931060000000002,2.0968964,19.522105576992036,37.599575341286666,18.077469764294626
102900005116257,茄类,2023-07-01,3.43,5.734960000000001,14.62323,50.157678833007814,83.86363900878908,33.705960175781264
102900005116509,茄类,2023-07-01,3.98,6.654560000000001,4.0192943,15.996791162490844,26.746634823684698,10.749843661193852
102900005116530,食用菌,2023-07-01,12.0,20.088,7.785669,93.42802619934082,156.39851585769654,62.97048965835572
102900005116547,食用菌,2023-07-01,9.36,15.668639999999998,12.70574,118.92572616577148,199.08166560150144,80.15593943572996
102900005116639,花叶类,2023-07-01,7.22,12.86604,1.5505333,11.194850387573242,19.94922339065552,8.754373003082275
102900005116714,花菜类,2023-07-01,7.59,12.04533,16.998419,129.017998752594,204.75156402036666,75.73356526777268
102900005116790,花叶类,2023-07-01,10.0,17.82,4.681563,46.81562900543213,83.42545088768006,36.60982188224793
102900005116806,花叶类,2023-07-01,2.0,3.564,4.479129,8.958257675170898,15.96361517715454,7.005357501983643
102900005116837,食用菌,2023-07-01,7.4,12.3876,2.469139,18.271629333496094,30.586707504272464,12.315078170776369
102900005116899,水生根茎类,2023-07-01,10.38,20.76,8.0388775,83.44354831695557,166.88709663391114,83.44354831695557
102900005116905,辣椒类,2023-07-01,5.0,9.63,1.8691075,9.345537424087524,17.999505078792573,8.653967654705049
102900005116912,食用菌,2023-07-01,8.48,14.19552,1.6296238,13.819209575653076,23.13335682964325,9.314147253990173
102900005116943,辣椒类,2023-07-01,9.13,17.584380000000003,1.4388074,13.136311272382738,25.300535510609155,12.164224238226417
102900005117056,辣椒类,2023-07-01,10.0,19.26,21.932428,219.32428359985352,422.4185702133179,203.0942866134644
102900005117209,辣椒类,2023-07-01,14.71,28.331460000000003,1.3745462,20.219574164152146,38.94289984015704,18.72332567600489
102900005117353,食用菌,2023-07-01,1.0,1.674,4.7564306,4.756430625915527,7.962264867782593,3.205834241867065
102900005118572,花叶类,2023-07-01,1.6,2.8512000000000004,5.55434,8.886943817138672,15.836533882141115,6.949590065002443
102900005118817,花叶类,2023-07-01,9.66,17.21412,4.9807296,48.11384774208069,85.73887667638779,37.6250289343071
102900005118824,水生根茎类,2023-07-01,11.67,23.34,4.0832224,47.6512052822113,95.3024105644226,47.6512052822113
102900005118831,花叶类,2023-07-01,4.4,7.840800000000001,11.2821245,49.64134788513184,88.46088193130494,38.819534046173096
102900005119098,食用菌,2023-07-01,14.36,24.038639999999997,1.9043705,27.34676104545593,45.77847799009323,18.431716944637294
102900005119104,食用菌,2023-07-01,2.5,4.185,3.8292181,9.573045372962952,16.02527795433998,6.452232581377028
102900005119944,食用菌,2023-07-01,10.83,18.12942,2.6232858,28.410184893608093,47.558649511899944,19.148464618291854
102900005119968,辣椒类,2023-07-01,8.0,15.408000000000001,1.423224,11.385791778564453,21.92903496551514,10.543243186950685
102900005119975,花叶类,2023-07-01,2.6,4.6332,6.7468243,17.541743087768555,31.259386182403567,13.717643094635012
102900005122654,花叶类,2023-07-01,4.2,7.484400000000001,5.553275,23.32375545501709,41.56293222084046,18.239176765823366
102900005123880,辣椒类,2023-07-01,8.44,16.25544,2.0796397,17.55215884208679,33.80545792985916,16.25329908777237
102900005125808,辣椒类,2023-07-01,14.71,28.331460000000003,4.050481,59.58257319450379,114.7560359726143,55.17346277811051
102900005125815,食用菌,2023-07-01,5.81,9.72594,2.3926122,13.901076991558075,23.270402883868215,9.369325892310142
102900005128748,花叶类,2023-07-01,14.71,26.213220000000003,1.4127373,20.781364952325823,37.03239234504462,16.251027392718797
102900011000175,花叶类,2023-07-01,5.43,9.67626,10.758616,58.419287309646606,104.10316998579025,45.68388267614364
102900011000328,辣椒类,2023-07-01,8.97,17.276220000000002,8.393339,75.2882522392273,145.0051738127518,69.71692157352449
102900011000335,茄类,2023-07-01,1.0,1.6720000000000002,5.4340615,5.434061527252197,9.085750873565674,3.651689346313477
102900011000571,花叶类,2023-07-01,5.8,10.3356,3.5469022,20.5720326423645,36.65936216869354,16.08732952632904
102900011000632,花菜类,2023-07-01,9.51,15.092369999999999,1.6229188,15.433958208560943,24.493691676986217,9.059733468425273
102900011000861,辣椒类,2023-07-01,12.0,23.112000000000002,1.3938394,16.726072311401367,32.21441527175904,15.488342960357668
102900011001219,辣椒类,2023-07-01,10.4,20.030400000000004,1.3788233,14.339762115478516,27.618381834411625,13.27861971893311
102900011001561,水生根茎类,2023-07-01,1.33,2.66,6.865018,9.130473794937135,18.26094758987427,9.130473794937135
102900011001691,水生根茎类,2023-07-01,9.16,18.32,2.8306904,25.929123916625976,51.85824783325195,25.929123916625976
102900011001806,食用菌,2023-07-01,5.69,9.52506,3.2004347,18.21047335624695,30.48433239835739,12.273859042110441
102900011001813,食用菌,2023-07-01,1.73,2.89602,6.490813,11.229106106758117,18.79752362271309,7.568417515954971
102900011002414,花叶类,2023-07-01,13.71,24.431220000000003,1.4389958,19.728632941246033,35.156423901300435,15.4277909600544
102900011006689,花叶类,2023-07-01,3.61,6.43302,7.437903,26.85082956790924,47.84817829001427,20.997348722105027
102900011006948,花叶类,2023-07-01,9.19,16.37658,3.7061863,34.059852046966554,60.6946563476944,26.634804300727847
102900011006955,花叶类,2023-07-01,10.0,17.82,1.9264385,19.264384508132935,34.32913319349289,15.064748685359955
102900011007044,食用菌,2023-07-01,3.18,5.32332,2.8799603,9.158273749351501,15.330950256414413,6.172676507062911
102900011007464,花叶类,2023-07-01,6.13,10.92366,1.5704405,9.626800453662872,17.154958408427238,7.528157954764366
102900011007471,花叶类,2023-07-01,11.18,19.92276,1.411624,15.781955814361572,28.123445261192323,12.34148944683075
102900011007495,花叶类,2023-07-01,10.06,17.926920000000003,1.4310014,14.395874333381654,25.65344806208611,11.257573728704456
102900011007969,水生根茎类,2023-07-01,5.29,10.58,2.1393156,11.316979551315308,22.633959102630616,11.316979551315308
102900011008133,花叶类,2023-07-01,14.71,26.213220000000003,1.4241204,20.948811469078066,37.330782037897116,16.38197056881905
102900011008164,花叶类,2023-07-01,2.56,4.56192,10.14028,25.959116210937502,46.25914508789062,20.30002887695312
102900011008485,花叶类,2023-07-01,8.09,14.41638,4.599737,37.21187368392944,66.31155890476226,29.099685220832825
102900011008492,花叶类,2023-07-01,4.31,7.68042,4.7100863,20.300472149848936,36.17544137103081,15.874969221181871
102900011008515,花叶类,2023-07-01,5.09,9.07038,1.9095322,9.719518843889237,17.32018257981062,7.600663735921383
102900011008522,花叶类,2023-07-01,3.15,5.6133,7.436635,23.425400304794312,41.74406334314346,18.31866303834915
102900011008577,食用菌,2023-07-01,4.17,6.98058,2.180415,9.092330195903777,15.220560747942924,6.128230552039146
102900011008676,花叶类,2023-07-01,11.17,19.90494,1.6009083,17.882145481109617,31.86598324733734,13.983837766227722
102900011009246,食用菌,2023-07-01,7.38,12.35412,1.4500452,10.701333782672881,17.914032752194405,7.212698969521522
102900011009277,水生根茎类,2023-07-01,2.71,5.42,6.637875,17.98864146709442,35.97728293418884,17.98864146709442
102900011009444,茄类,2023-07-01,5.01,8.37672,3.9603326,19.841266486644745,33.17459756567001,13.333331079025271
102900011009772,辣椒类,2023-07-01,14.71,28.331460000000003,1.399437,20.585717544555663,39.648091990814216,19.06237444625855
102900011009970,花菜类,2023-07-01,7.13,11.31531,9.159123,65.30454998970032,103.6383208336544,38.33377084395409
102900011010563,食用菌,2023-07-01,14.71,24.62454,1.4206384,20.897591482400895,34.9825681415391,14.084976659138201
102900011010891,水生根茎类,2023-07-01,9.11,18.22,3.659259,33.33585022687912,66.67170045375823,33.33585022687912
102900011011058,食用菌,2023-07-01,14.71,24.62454,1.5269374,22.461248646974564,37.60013023503542,15.138881588060855
102900011011546,食用菌,2023-07-01,1.0,1.674,4.1571956,4.157195568084717,6.9591453809738155,2.8019498128890987
102900011011669,食用菌,2023-07-01,6.37,10.66338,1.6325967,10.399641177654267,17.408999331393243,7.009358153738975
102900011012482,食用菌,2023-07-01,6.04,10.11096,2.4424477,14.752383880615234,24.695490616149904,9.943106735534668
102900011012871,食用菌,2023-07-01,14.71,24.62454,1.4152682,20.81859496831894,34.8503279769659,14.031733008646963
102900011012994,食用菌,2023-07-01,4.18,6.997319999999999,8.17404,34.16748653411865,57.19637245811462,23.02888592399597
102900011013274,食用菌,2023-07-01,3.29,5.50746,2.3308408,7.668466317653656,12.83701261575222,5.168546298098564
102900011015384,花叶类,2023-07-01,14.71,26.213220000000003,1.5598216,22.944975819587707,40.8879469105053,17.94297109091759
102900011015391,花叶类,2023-07-01,2.0,3.564,2.6902013,5.380402565002441,9.58787737083435,4.207474805831909
102900011016701,辣椒类,2023-07-01,3.63,6.99138,17.798367,64.60807056427002,124.43514390678406,59.82707334251405
102900011016909,茄类,2023-07-01,9.66,16.15152,1.4883184,14.377156162261963,24.038605103302004,9.66144894104004
102900011018095,食用菌,2023-07-01,3.73,6.24402,6.486402,24.194279589653014,40.50122403307915,16.306944443426133
102900011018132,水生根茎类,2023-07-01,14.71,29.42,1.8626589,27.399711805582047,54.799423611164094,27.399711805582047
102900011021644,花叶类,2023-07-01,6.13,10.92366,4.6169224,28.30173418045044,50.433690309562685,22.131956129112243
102900011021675,食用菌,2023-07-01,12.01,20.10474,1.4754406,17.720041862726212,29.663350078203678,11.943308215477467
102900011021699,食用菌,2023-07-01,14.71,24.62454,1.4284519,21.01252738595009,35.17497084408045,14.162443458130358
102900011021842,水生根茎类,2023-07-01,7.36,14.72,9.26205,68.16868560791016,136.33737121582033,68.16868560791016
102900011022030,辣椒类,2023-07-01,2.4,4.6224,3.718731,8.924954223632811,17.189461834716795,8.264507611083983
102900011022764,茄类,2023-07-01,7.0,11.704,6.6479707,46.535794734954834,77.80784879684448,31.27205406188965
102900011022849,花叶类,2023-07-01,0.6,1.0692,17.74876,10.649256134033203,18.976974430847168,8.327718296813964
102900011022924,花叶类,2023-07-01,1.4,2.4947999999999997,13.348896,18.688454437255857,33.30282580718994,14.614371369934078
102900011023075,食用菌,2023-07-01,3.0,5.022,2.3440564,7.0321691036224365,11.771851079463959,4.739681975841523
102900011023464,花叶类,2023-07-01,2.7,4.811400000000001,6.5513167,17.68855519294739,31.52100535383225,13.83245016088486
102900011023976,水生根茎类,2023-07-01,0.87,1.74,8.772203,7.631816997528076,15.263633995056152,7.631816997528076
102900011024010,水生根茎类,2023-07-01,14.71,29.42,3.7319813,54.89744459152222,109.79488918304445,54.89744459152222
102900011026502,花叶类,2023-07-01,12.66,22.56012,1.4491966,18.346828665733337,32.694048682336806,14.34722001660347
102900011026618,花叶类,2023-07-01,2.8,4.989599999999999,4.7176456,13.209407806396484,23.53916471099853,10.329756904602048
102900011026793,食用菌,2023-07-01,3.15,5.2730999999999995,3.096,9.752399861812592,16.325517368674276,6.573117506861685
102900011027462,花叶类,2023-07-01,5.51,9.81882,5.405706,29.78543966770172,53.07765348784447,23.29221382014275
102900011027479,辣椒类,2023-07-01,12.97,24.980220000000003,3.4168856,44.31700641870499,85.35455436242582,41.037547943720824
102900011027615,花叶类,2023-07-01,6.3,11.2266,2.249189,14.169890069961548,25.250744104671476,11.08085403470993
102900011028407,辣椒类,2023-07-01,3.0,5.7780000000000005,2.1860516,6.558154821395874,12.631006186008454,6.07285136461258
102900011029176,辣椒类,2023-07-01,0.89,1.7141400000000002,3.0175407,2.6856112170219424,5.172487203984261,2.486875986962319
102900011029275,辣椒类,2023-07-01,13.01,25.057260000000003,1.4911755,19.400193675756455,37.364773019506934,17.964579343750483
102900011029299,辣椒类,2023-07-01,13.95,26.8677,1.444954,20.157108825445174,38.8225915978074,18.665482772362232
102900011029305,辣椒类,2023-07-01,14.71,28.331460000000003,1.444954,21.255273894071582,40.93765751998187,19.682383625910287
102900011029688,花叶类,2023-07-01,3.4,6.0588,2.7259216,9.268133544921875,16.51581397705078,7.247680432128906
102900011030042,花叶类,2023-07-01,0.14,0.24948000000000004,23.436512,3.281111679077149,5.8469410121154795,2.5658293330383306
102900011030059,花叶类,2023-07-01,3.49,6.219180000000001,39.07174,136.36036979675293,242.99417897781373,106.63380918106081
102900011030097,花叶类,2023-07-01,2.84,5.06088,28.155804,79.96248245239258,142.49314373016358,62.530661277771
102900011030103,花叶类,2023-07-01,0.97,1.72854,10.109385,9.806103000640869,17.474475547142028,7.66837254650116
102900011030110,花叶类,2023-07-01,4.07,7.25274,14.434725,58.74932996749878,104.69130600208283,45.941976034584044
102900011030134,花叶类,2023-07-01,2.16,3.84912,6.6280084,14.316498069763185,25.511999560317992,11.19550149055481
102900011030141,花叶类,2023-07-01,2.01,3.5818199999999996,8.274238,16.631217641830442,29.63682983774185,13.005612195911405
102900011030158,花叶类,2023-07-01,1.07,1.90674,9.622753,10.296345863342285,18.348088328475953,8.051742465133668
102900011030400,花叶类,2023-07-01,14.71,26.213220000000003,3.9686604,58.37899381637573,104.03136698078157,45.65237316440583
102900011030417,花叶类,2023-07-01,14.71,26.213220000000003,1.6402937,24.12872058272362,42.99738007841349,18.868659495689872
102900011030561,食用菌,2023-07-01,12.42,20.791079999999997,1.64764,20.463688673973085,34.25621484023094,13.792526166257854
102900011030608,食用菌,2023-07-01,5.1,8.5374,2.3395176,11.931539726257324,19.97339750175476,8.041857775497437
102900011030615,食用菌,2023-07-01,10.37,17.359379999999998,1.7329724,17.970923616886136,30.08332613466739,12.112402517781256
102900011030622,食用菌,2023-07-01,14.56,24.37344,1.9556439,28.47417507171631,47.665769070053095,19.19159399833679
102900011030639,食用菌,2023-07-01,14.71,24.62454,1.7945287,26.397517511844637,44.18944431482792,17.791926802983284
102900011030905,花叶类,2023-07-01,3.16,5.63112,2.4069598,7.6059928798675545,13.55387931192398,5.947886432056427
102900011030912,食用菌,2023-07-01,2.59,4.33566,3.3216803,8.603151996135711,14.401676441531182,5.798524445395469
102900011030929,食用菌,2023-07-01,1.3,2.1762,4.823666,6.270765924453736,10.497262157535554,4.226496233081818
102900011031100,辣椒类,2023-07-01,2.11,4.06386,27.532074,58.092676086425776,111.88649414245606,53.793818056030275
102900011031216,花叶类,2023-07-01,5.12,9.12384,2.4302962,12.443116455078126,22.173633522949217,9.730517067871093
102900011031582,辣椒类,2023-07-01,0.92,1.7719200000000002,6.7543955,6.214043846130371,11.968248447647095,5.754204601516724
102900011031599,食用菌,2023-07-01,1.96,3.28104,3.8439598,7.534161224365234,12.612185889587403,5.078024665222168
102900011031735,辣椒类,2023-07-01,3.79,7.29954,2.9611504,11.222760045528412,21.61503584768772,10.392275802159311
102900011031742,辣椒类,2023-07-01,2.06,3.9675600000000006,2.979981,6.138760747909546,11.823253200473788,5.684492452564241
102900011031759,辣椒类,2023-07-01,3.48,6.70248,2.6330163,9.162896890640258,17.647739411373138,8.484842520732881
102900011031841,食用菌,2023-07-01,0.1,0.1674,4.5397897,0.453978967666626,0.7599607918739318,0.30598182420730585
102900011031858,食用菌,2023-07-01,0.1,0.1674,5.6434636,0.5643463611602784,0.9447158085823059,0.3803694474220275
102900011031926,食用菌,2023-07-01,2.6,4.3524,3.7270439,9.690314054489136,16.221585727214816,6.531271672725678
102900011031995,食用菌,2023-07-01,1.61,2.69514,9.562608,15.395798501968384,25.772566692295072,10.376768190326688
102900011032022,辣椒类,2023-07-01,2.1,4.044600000000001,13.424211,28.190842151641846,54.2955619840622,26.104719832420358
102900011032114,水生根茎类,2023-07-01,3.8,7.6,2.9405658,11.174150133132935,22.34830026626587,11.174150133132935
102900011032176,花叶类,2023-07-01,1.85,3.2967000000000004,2.9221766,5.406026709079742,9.633539595580102,4.227512886500359
102900011032206,辣椒类,2023-07-01,0.1,0.19260000000000002,3.7128892,0.37128891944885256,0.7151024588584901,0.3438135394096375
102900011032213,辣椒类,2023-07-01,3.23,6.220980000000001,3.3174748,10.715443739891052,20.63794464303017,9.922500903139117
102900011032220,辣椒类,2023-07-01,3.92,7.54992,4.5533166,17.84900104522705,34.3771760131073,16.52817496788025
102900011032237,辣椒类,2023-07-01,2.55,4.9113,3.3925188,8.6509228348732,16.66167737996578,8.010754545092583
102900011032244,辣椒类,2023-07-01,3.1,5.970600000000001,4.067609,12.609587383270265,24.28606530017853,11.676477916908269
102900011032251,辣椒类,2023-07-01,4.29,8.262540000000001,13.209139,56.667205753326414,109.1410382809067,52.47383252758028
102900011032282,花叶类,2023-07-01,2.5,4.455,6.6394477,16.59861922264099,29.57873945474625,12.980120232105255
102900011032343,辣椒类,2023-07-01,12.13,23.36238,1.8188396,22.06252374172211,42.49242072655678,20.429896984834674
102900011032350,辣椒类,2023-07-01,9.23,17.776980000000002,1.4463952,13.350227315425874,25.712537809510234,12.36231049408436
102900011032367,辣椒类,2023-07-01,11.51,22.16826,1.5466684,17.80215340256691,34.28694745334387,16.48479405077696
102900011032480,花叶类,2023-07-01,12.07,21.50874,1.4210488,17.15205853819847,30.564968315069674,13.412909776871203
102900011032589,花叶类,2023-07-01,4.1,7.3062,2.055408,8.427172803878783,15.017221936511993,6.590049132633209
102900011032619,食用菌,2023-07-01,11.18,18.71532,5.913773,66.11598280906676,110.67815522237777,44.562172413310996
102900011032626,食用菌,2023-07-01,7.35,12.303899999999999,1.4425914,10.603047001361846,17.74950068027973,7.146453678917884
102900011032633,食用菌,2023-07-01,7.14,11.952359999999999,1.8944126,13.526106226444243,22.642701823067664,9.11659559662342
102900011032640,食用菌,2023-07-01,8.88,14.865120000000001,1.4617205,12.980077743530275,21.72865014266968,8.748572399139405
102900011032732,水生根茎类,2023-07-01,13.69,27.38,1.850407,25.3320718896389,50.6641437792778,25.3320718896389
102900011032787,花叶类,2023-07-01,1.08,1.92456,17.612743,19.02176284790039,33.896781394958495,14.875018547058104
102900011032848,辣椒类,2023-07-01,2.33,4.48758,8.936833,20.8228217792511,40.10475474683762,19.28193296758652
102900011033081,花叶类,2023-07-01,4.96,8.83872,2.0102694,9.970936241149902,17.768208381729128,7.797272140579224
102900011033173,花叶类,2023-07-01,11.22,19.994040000000002,1.4127373,15.850911948680878,28.246325092549327,12.395413143868447
102900011033234,花叶类,2023-07-01,0.1,0.17820000000000003,24.443138,2.4443138122558596,4.355767213439942,1.9114534011840825
102900011033241,花叶类,2023-07-01,4.69,8.35758,5.8080516,27.23976193904877,48.541255775384904,21.301493836336135
102900011033531,花叶类,2023-07-01,11.99,21.36618,1.4286679,17.129728156328202,30.525175574576856,13.395447418248652
102900011033562,花叶类,2023-07-01,12.0,21.384,1.41532,16.983840465545654,30.265203709602357,13.281363244056703
102900011033586,花叶类,2023-07-01,12.0,21.384,1.7016331,20.419597148895264,36.38772211933136,15.968124970436097
102900011033906,花叶类,2023-07-01,0.3,0.5346,45.342342,13.602702713012695,24.240016234588623,10.637313521575926
102900011033913,花菜类,2023-07-01,8.58,13.61646,1.862557,15.9807395195961,25.361433617599012,9.38069409800291
102900011033920,花叶类,2023-07-01,5.54,9.87228,4.1189666,22.819074850082398,40.66359138284683,17.844516532764434
102900011033937,食用菌,2023-07-01,5.81,9.72594,2.3391426,13.590418279170988,22.750360199332235,9.159941920161247
102900011033944,食用菌,2023-07-01,8.14,13.62636,3.527331,28.712475266456607,48.064683596048354,19.35220832959175
102900011033968,食用菌,2023-07-01,12.61,21.109139999999996,1.465898,18.484974246025086,30.94384688784599,12.458872641820903
102900011033975,茄类,2023-07-01,0.12,0.20064,5.5987678,0.6718521308898926,1.1233367628479005,0.4514846319580079
102900011033982,茄类,2023-07-01,4.34,7.256480000000001,2.4187207,10.49724793434143,17.551398546218874,7.054150611877444
102900011033999,茄类,2023-07-01,6.18,10.33296,2.2755923,14.063160581588745,23.51360449241638,9.450443910827637
102900011034026,花菜类,2023-07-01,8.39,13.31493,8.2360735,69.10065661430359,109.6627420468998,40.562085432596206
102900011034200,花叶类,2023-07-01,1.59,2.83338,7.3675,11.714324727058411,20.874926663618087,9.160601936559676
102900011034217,花叶类,2023-07-01,5.74,10.22868,6.2644835,35.958135013580325,64.07739659420014,28.119261580619813
102900011034224,花叶类,2023-07-01,1.98,3.52836,8.736043,17.2973650932312,30.823904596138004,13.5265395029068
102900011034231,花叶类,2023-07-01,1.36,2.4235200000000003,24.370024,33.14323226928711,59.061239903869634,25.918007634582526
102900011034262,辣椒类,2023-07-01,0.1,0.19260000000000002,4.302908,0.4302907943725586,0.8287400699615479,0.39844927558898935
102900011034316,花叶类,2023-07-01,4.21,7.50222,10.730981,45.1774294757843,80.50617932584763,35.328749850063325
102900011034323,花叶类,2023-07-01,14.71,26.213220000000003,1.4491162,21.31649974346161,37.98600254284859,16.669502799386983
102900011034330,食用菌,2023-07-01,3.41,5.70834,11.5052185,39.23279510498047,65.6756990057373,26.442903900756832
102900011034354,花叶类,2023-07-01,3.27,5.82714,6.4402046,21.059469108581542,37.52797395149231,16.468504842910768
102900011034439,辣椒类,2023-07-01,3.32,6.3943200000000004,3.7275643,12.375513591766357,23.835239177742007,11.459725585975649
102900011034538,食用菌,2023-07-01,1.2,2.0088,2.7710235,3.325228214263916,5.566432030677795,2.2412038164138792
102900011034569,水生根茎类,2023-07-01,2.0,4.0,4.8598657,9.719731330871582,19.439462661743164,9.719731330871582
102900011034705,食用菌,2023-07-01,6.7,11.2158,2.6124976,17.503733706474303,29.301250224637986,11.79751651816368
102900011035078,辣椒类,2023-07-01,12.72,24.498720000000002,2.61422,33.25287717819214,64.04504144519807,30.792164267005926
102900011035481,花叶类,2023-07-01,3.58,6.379560000000001,6.054144,21.673835182189944,38.62277429466248,16.948939112472537
102900011035511,水生根茎类,2023-07-01,3.22,6.44,5.317663,17.122875480651857,34.24575096130371,17.122875480651857
102900011035740,食用菌,2023-07-01,3.12,5.22288,2.6863093,8.381285133361816,14.030271313247681,5.648986179885864
102900011035764,花叶类,2023-07-01,7.69,13.70358,2.1547933,16.570360188484194,29.52838185587883,12.958021667394638
102900011035771,花叶类,2023-07-01,7.58,13.50756,1.7450768,13.227681958675385,23.571729250359535,10.34404729168415
102900011035788,食用菌,2023-07-01,2.48,4.15152,10.603192,26.295916976928712,44.01936501937866,17.72344804244995
102900011035849,花叶类,2023-07-01,2.99,5.328180000000001,5.2553625,15.713533906936647,28.001517422161104,12.28798351522446
102900011035962,水生根茎类,2023-07-01,0.1,0.2,3.863345,0.386334490776062,0.772668981552124,0.386334490776062
102900011036068,食用菌,2023-07-01,2.85,4.7709,4.4487414,12.67891309261322,21.22450051703453,8.54558742442131
102900011036242,辣椒类,2023-07-01,3.88,7.47288,2.4515266,9.511923370361329,18.31996441131592,8.80804104095459
102900011036266,食用菌,2023-07-01,3.4,5.691599999999999,2.662547,9.052660179138183,15.154153139877318,6.101492960739134
102900011036686,花叶类,2023-07-01,1.53,2.72646,2.8603196,4.376289010047913,7.79854701590538,3.422258005857467
102900051000463,茄类,2023-07-01,3.2,5.3504000000000005,2.4317794,7.781694030761719,13.010992419433595,5.229298388671876
102900051000890,花叶类,2023-07-01,3.99,7.110180000000001,2.0422008,8.148381206989288,14.520415310854913,6.372034103865624
102900051000944,水生根茎类,2023-07-01,14.71,29.42,5.18396,76.25605102539063,152.51210205078127,76.25605102539063
102900051004294,辣椒类,2023-07-01,0.1,0.19260000000000002,15.7317095,1.5731709480285645,3.0299272459030155,1.4567562978744508
102900051006229,水生根茎类,2023-07-01,2.99,5.98,7.054573,21.093173446655275,42.18634689331055,21.093173446655275
102900051009220,花叶类,2023-07-01,7.28,12.97296,3.7498937,27.29922588348389,48.64722052436829,21.3479946408844
102900051009336,食用菌,2023-07-01,10.18,17.04132,1.493869,15.207585880756378,25.457498764386177,10.249912883629797
102900051010455,花叶类,2023-07-01,4.48,7.983360000000001,5.6066294,25.11769958496094,44.7597406604004,19.642041075439458
102900051010790,花叶类,2023-07-01,10.28,18.31896,1.4310014,14.710694646835327,26.214457860660552,11.503763213825227
106930274220092,食用菌,2023-07-01,2.53,4.235219999999999,3.3153086,8.387730684280395,14.04106116548538,5.653330481204984
106930274620090,食用菌,2023-07-01,2.58,4.31892,10.240853,26.421401538848876,44.22942617603302,17.808024637184147
106931885000035,食用菌,2023-07-01,4.0,6.696,2.4589918,9.835967063903809,16.465408864974975,6.629441801071167
106931885000356,食用菌,2023-07-01,8.12,13.592879999999997,1.6412227,13.326728448867797,22.30894342340469,8.982214974536893
106949711300068,食用菌,2023-07-01,1.99,3.33126,6.4360785,12.807796311378478,21.440251025247573,8.632454713869095
106949711300167,食用菌,2023-07-01,4.02,6.729479999999999,21.173779,85.11858970642089,142.48851916854855,57.36992946212767
106949711300259,食用菌,2023-07-01,1.45,2.4273,21.856663,31.692160987854002,53.052677493667595,21.360516505813596
106956146480197,食用菌,2023-07-01,1.0,1.674,5.686621,5.686621189117432,9.51940387058258,3.8327826814651487
106956146480203,食用菌,2023-07-01,2.1,3.5154,6.539817,13.733615398406982,22.99007217693329,9.256456778526307
106957634300010,食用菌,2023-07-01,3.9,6.5286,5.1344204,20.024239540100098,33.520576990127566,13.496337450027466
106957634300058,食用菌,2023-07-01,2.1,3.5154,5.0339375,10.571268653869629,17.69630372657776,7.12503507270813
106958851400125,食用菌,2023-07-01,2.39,4.00086,7.684686,18.36639997959137,30.745353565835956,12.378953586244585
